corner,temp_c,res_section,metric,unit,before,after,delta
tt,27,res_bcs,dc_gain_db,dB,123.709119,123.708845,-0.0002740000000045484
tt,27,res_bcs,psrr_db_1khz,dB,60.2901832,55.7519493,-4.538233900000002
tt,27,res_bcs,psrr_db_100khz,dB,32.6803591,33.3330221,0.652663000000004
tt,27,res_bcs,iq_a,uA,2.37990811e-05,2.37990811e-05,0.0
tt,27,res_bcs,dropout_v_50ma,V,0.19999999999999996,0.19999999999999996,0.0
tt,27,res_bcs,line_reg_mv_per_v,mV/V,0.17860606060625106,0.17860606060625106,0.0
tt,27,res_bcs,load_reg_pct,%,0.009366984580926541,0.009366984580926541,0.0
tt,27,res_bcs,vout_no_load_v,V,1.80030382,1.80030382,0.0
tt,27,res_bcs,i_divider_a,uA,3.82774283e-06,3.82774283e-06,0.0
tt,27,res_wcs,phase_margin_deg,deg,72.34978318160886,76.8048773961361,4.45509421452725
tt,27,res_wcs,gain_margin_db,dB,17.86189318459618,17.906791289051593,0.04489810445541309
tt,27,res_wcs,unity_gain_freq_hz,kHz,109009.5814833737,106820.86242776351,-2188.719055610185
tt,27,res_wcs,dc_gain_db,dB,123.849517,123.849242,-0.0002750000000020236
tt,27,res_wcs,psrr_db_1khz,dB,60.2689623,55.7416962,-4.5272660999999985
tt,27,res_wcs,psrr_db_100khz,dB,34.9985591,35.3566323,0.35807319999999976
tt,27,res_wcs,iq_a,uA,2.22645974e-05,2.22645974e-05,0.0
tt,27,res_wcs,dropout_v_50ma,V,0.19999999999999996,0.19999999999999996,0.0
tt,27,res_wcs,line_reg_mv_per_v,mV/V,0.17987878787898132,0.17987878787898132,0.0
tt,27,res_wcs,load_reg_pct,%,0.009614688177501536,0.009614688177501536,0.0
tt,27,res_wcs,vout_no_load_v,V,1.80030773,1.80030773,0.0
tt,27,res_wcs,i_divider_a,uA,2.29727589e-06,2.29727589e-06,0.0
tt,125,res_typ,phase_margin_deg,deg,54.91296594414467,64.98260238599778,10.069636441853106
tt,125,res_typ,gain_margin_db,dB,25.900383712478074,25.97915455323377,0.07877084075569485
tt,125,res_typ,unity_gain_freq_hz,kHz,53212.131048179144,48242.526711866696,-4969.604336312448
tt,125,res_typ,dc_gain_db,dB,122.100759,122.100439,-0.0003200000000020964
tt,125,res_typ,psrr_db_1khz,dB,58.3498302,53.7941473,-4.555682900000001
tt,125,res_typ,psrr_db_100khz,dB,34.0849544,34.5908308,0.5058763999999982
tt,125,res_typ,iq_a,uA,2.33321828e-05,2.33321828e-05,0.0
tt,125,res_typ,dropout_v_50ma,V,0.20999999999999974,0.20999999999999974,0.0
tt,125,res_typ,line_reg_mv_per_v,mV/V,0.2186818181816892,0.2186818181816892,0.0
tt,125,res_typ,load_reg_pct,%,0.015507632221540375,0.015507632221540375,0.0
tt,125,res_typ,vout_no_load_v,V,1.80045477,1.80045477,0.0
tt,125,res_typ,i_divider_a,uA,3.61304785e-06,3.61304785e-06,0.0
tt,125,res_bcs,phase_margin_deg,deg,43.929005691275705,54.48993863842924,10.560932947153532
tt,125,res_bcs,gain_margin_db,dB,29.387185335943247,29.52263567561858,0.1354503396753337
tt,125,res_bcs,unity_gain_freq_hz,kHz,46812.61827576281,40160.2956781181,-6652.322597644714
tt,125,res_bcs,dc_gain_db,dB,121.974607,121.974287,-0.0003200000000020964
tt,125,res_bcs,psrr_db_1khz,dB,58.3579045,53.7991695,-4.558734999999999
tt,125,res_bcs,psrr_db_100khz,dB,33.7375198,34.2909679,0.5534480999999971
tt,125,res_bcs,iq_a,uA,2.46101693e-05,2.46101693e-05,0.0
tt,125,res_bcs,dropout_v_50ma,V,0.20999999999999974,0.20999999999999974,0.0
tt,125,res_bcs,line_reg_mv_per_v,mV/V,0.21587878787887269,0.21587878787887269,0.0
tt,125,res_bcs,load_reg_pct,%,0.014563604738656618,0.014563604738656618,0.0
tt,125,res_bcs,vout_no_load_v,V,1.80043882,1.80043882,0.0
tt,125,res_bcs,i_divider_a,uA,4.81653506e-06,4.81653506e-06,0.0
tt,125,res_wcs,phase_margin_deg,deg,62.87476171301667,71.30438052591472,8.429618812898056
tt,125,res_wcs,gain_margin_db,dB,23.213282317752473,23.28614371414092,0.07286139638844702
tt,125,res_wcs,unity_gain_freq_hz,kHz,61284.85901616546,57718.90546372535,-3565.953552440107
tt,125,res_wcs,dc_gain_db,dB,122.177453,122.177132,-0.00032099999999957163
tt,125,res_wcs,psrr_db_1khz,dB,58.342254,53.7905081,-4.5517459
tt,125,res_wcs,psrr_db_100khz,dB,34.5106326,34.9627971,0.4521645000000021
tt,125,res_wcs,iq_a,uA,2.25287459e-05,2.25287459e-05,0.0
tt,125,res_wcs,dropout_v_50ma,V,0.20999999999999974,0.20999999999999974,0.0
tt,125,res_wcs,line_reg_mv_per_v,mV/V,0.2212575757572685,0.2212575757572685,0.0
tt,125,res_wcs,load_reg_pct,%,0.016474408949813214,0.016474408949813214,0.0
tt,125,res_wcs,vout_no_load_v,V,1.80047123,1.80047123,0.0
tt,125,res_wcs,i_divider_a,uA,2.89075978e-06,2.89075978e-06,0.0
ss,-40,res_typ,phase_margin_deg,deg,72.4341718032544,76.46966191735291,4.035490114098508
ss,-40,res_typ,gain_margin_db,dB,17.23742254494709,17.281292817908614,0.04387027296152368
ss,-40,res_typ,unity_gain_freq_hz,kHz,131542.5717841643,129214.10629133644,-2328.465492827847
ss,-40,res_typ,dc_gain_db,dB,124.661808,124.66157,-0.00023799999999596366
ss,-40,res_typ,psrr_db_1khz,dB,61.5448402,57.0315935,-4.513246700000003
ss,-40,res_typ,psrr_db_100khz,dB,35.0248629,35.3578421,0.3329791999999969
ss,-40,res_typ,iq_a,uA,2.24488523e-05,2.24488523e-05,0.0
ss,-40,res_typ,dropout_v_50ma,V,0.19999999999999996,0.19999999999999996,0.0
ss,-40,res_typ,line_reg_mv_per_v,mV/V,0.16260606060626198,0.16260606060626198,0.0
ss,-40,res_typ,load_reg_pct,%,0.007808208752037027,0.007808208752037027,0.0
ss,-40,res_typ,vout_no_load_v,V,1.80022931,1.80022931,0.0
ss,-40,res_typ,i_divider_a,uA,2.4676496e-06,2.4676496e-06,0.0
ss,-40,res_bcs,phase_margin_deg,deg,67.86594937833591,74.31797607791069,6.452026699574773
ss,-40,res_bcs,gain_margin_db,dB,20.70258733563637,20.77283093114096,0.07024359550458925
ss,-40,res_bcs,unity_gain_freq_hz,kHz,101910.30506783254,98413.49331526444,-3496.811752568101
ss,-40,res_bcs,dc_gain_db,dB,124.592986,124.592749,-0.00023699999999848842
ss,-40,res_bcs,psrr_db_1khz,dB,61.5584968,57.0388269,-4.519669900000004
ss,-40,res_bcs,psrr_db_100khz,dB,33.2066965,33.7460244,0.5393279000000035
ss,-40,res_bcs,iq_a,uA,2.32718743e-05,2.32718743e-05,0.0
ss,-40,res_bcs,dropout_v_50ma,V,0.19999999999999996,0.19999999999999996,0.0
ss,-40,res_bcs,line_reg_mv_per_v,mV/V,0.16228787878799533,0.16228787878799533,0.0
ss,-40,res_bcs,load_reg_pct,%,0.007719896213889204,0.007719896213889204,0.0
ss,-40,res_bcs,vout_no_load_v,V,1.80022787,1.80022787,0.0
ss,-40,res_bcs,i_divider_a,uA,3.28963719e-06,3.28963719e-06,0.0
ss,-40,res_wcs,phase_margin_deg,deg,73.2457325857901,75.96842456856234,2.722691982772247
ss,-40,res_wcs,gain_margin_db,dB,14.500832517107572,14.542487205258299,0.041654688150726926
ss,-40,res_wcs,unity_gain_freq_hz,kHz,162247.51839767297,160260.0384219199,-1987.4799757530855
ss,-40,res_wcs,dc_gain_db,dB,124.703408,124.703169,-0.0002389999999934389
ss,-40,res_wcs,psrr_db_1khz,dB,61.5322487,57.0272985,-4.504950199999996
ss,-40,res_wcs,psrr_db_100khz,dB,36.6189159,36.8257232,0.20680730000000125
ss,-40,res_wcs,iq_a,uA,2.19547117e-05,2.19547117e-05,0.0
ss,-40,res_wcs,dropout_v_50ma,V,0.19999999999999996,0.19999999999999996,0.0
ss,-40,res_wcs,line_reg_mv_per_v,mV/V,0.16286363636361806,0.16286363636361806,0.0
ss,-40,res_wcs,load_reg_pct,%,0.007877081315014817,0.007877081315014817,0.0
ss,-40,res_wcs,vout_no_load_v,V,1.80023043,1.80023043,0.0
ss,-40,res_wcs,i_divider_a,uA,1.97432243e-06,1.97432243e-06,0.0
ss,27,res_typ,phase_margin_deg,deg,68.12716459082303,74.69107931044654,6.5639147196235115
ss,27,res_typ,gain_margin_db,dB,20.96245246920507,21.028355736174564,0.06590326696949589
ss,27,res_typ,unity_gain_freq_hz,kHz,86534.89540286333,83441.10966370092,-3093.785739162413
ss,27,res_typ,dc_gain_db,dB,124.044249,124.043946,-0.00030299999998817384
ss,27,res_typ,psrr_db_1khz,dB,60.1270292,55.5862925,-4.540736700000004
ss,27,res_typ,psrr_db_100khz,dB,33.8858455,34.3750934,0.4892478999999952
ss,27,res_typ,iq_a,uA,2.2843089e-05,2.2843089e-05,0.0
ss,27,res_typ,dropout_v_50ma,V,0.19999999999999996,0.19999999999999996,0.0
ss,27,res_typ,line_reg_mv_per_v,mV/V,0.1733939393938454,0.1733939393938454,0.0
ss,27,res_typ,load_reg_pct,%,0.009385995794330984,0.009385995794330984,0.0
ss,27,res_typ,vout_no_load_v,V,1.80028164,1.80028164,0.0
ss,27,res_typ,i_divider_a,uA,2.87126015e-06,2.87126015e-06,0.0
ss,27,res_bcs,phase_margin_deg,deg,59.45581435022841,68.67281431119228,9.216999960963875
ss,27,res_bcs,gain_margin_db,dB,24.417857170570958,24.4983136474482,0.08045647687724156
ss,27,res_bcs,unity_gain_freq_hz,kHz,69800.75911887572,64826.26246166872,-4974.496657207004
ss,27,res_bcs,dc_gain_db,dB,123.955475,123.955173,-0.00030200000000490945
ss,27,res_bcs,psrr_db_1khz,dB,60.1374579,55.5919271,-4.545530800000002
ss,27,res_bcs,psrr_db_100khz,dB,32.7936008,33.4373286,0.6437278000000006
ss,27,res_bcs,iq_a,uA,2.38013337e-05,2.38013337e-05,0.0
ss,27,res_bcs,dropout_v_50ma,V,0.19999999999999996,0.19999999999999996,0.0
ss,27,res_bcs,line_reg_mv_per_v,mV/V,0.17275757575764852,0.17275757575764852,0.0
ss,27,res_bcs,load_reg_pct,%,0.009254366303180828,0.009254366303180828,0.0
ss,27,res_bcs,vout_no_load_v,V,1.80027955,1.80027955,0.0
ss,27,res_bcs,i_divider_a,uA,3.82769124e-06,3.82769124e-06,0.0
ss,27,res_wcs,phase_margin_deg,deg,72.33363342058797,76.94078512110626,4.607151700518287
ss,27,res_wcs,gain_margin_db,dB,18.196757810049647,18.241426453453624,0.044668643403976915
ss,27,res_wcs,unity_gain_freq_hz,kHz,105172.84904915145,102962.03986322541,-2210.8091859260458
ss,27,res_wcs,dc_gain_db,dB,124.098016,124.097712,-0.00030399999999985994
ss,27,res_wcs,psrr_db_1khz,dB,60.1173845,55.5828524,-4.5345321
ss,27,res_wcs,psrr_db_100khz,dB,34.9958327,35.3597184,0.3638856999999973
ss,27,res_wcs,iq_a,uA,2.226762e-05,2.226762e-05,0.0
ss,27,res_wcs,dropout_v_50ma,V,0.19999999999999996,0.19999999999999996,0.0
ss,27,res_wcs,line_reg_mv_per_v,mV/V,0.17389393939383455,0.17389393939383455,0.0
ss,27,res_wcs,load_reg_pct,%,0.009488744312415733,0.009488744312415733,0.0
ss,27,res_wcs,vout_no_load_v,V,1.80028328,1.80028328,0.0
ss,27,res_wcs,i_divider_a,uA,2.29724469e-06,2.29724469e-06,0.0
ss,125,res_typ,phase_margin_deg,deg,54.349775026963215,64.4933726775997,10.14359765063648
ss,125,res_typ,gain_margin_db,dB,26.237372782670057,26.3175332314956,0.08016044882554141
ss,125,res_typ,unity_gain_freq_hz,kHz,51799.9154052344,46808.64055834994,-4991.274846884458
ss,125,res_typ,dc_gain_db,dB,122.521893,122.521525,-0.00036800000000880573
ss,125,res_typ,psrr_db_1khz,dB,58.2092744,53.6461479,-4.563126499999996
ss,125,res_typ,psrr_db_100khz,dB,34.232987,34.7258872,0.4929002000000011
ss,125,res_typ,iq_a,uA,2.3496901e-05,2.3496901e-05,0.0
ss,125,res_typ,dropout_v_50ma,V,0.24,0.24,0.0
ss,125,res_typ,line_reg_mv_per_v,mV/V,0.20590909090920861,0.20590909090920861,0.0
ss,125,res_typ,load_reg_pct,%,0.013558684384839976,0.013558684384839976,0.0
ss,125,res_typ,vout_no_load_v,V,1.80039644,1.80039644,0.0
ss,125,res_typ,i_divider_a,uA,3.61293081e-06,3.61293081e-06,0.0
ss,125,res_bcs,phase_margin_deg,deg,43.35340409788475,53.87453005636634,10.52112595848159
ss,125,res_bcs,gain_margin_db,dB,29.756321056327636,29.89438768959521,0.13806663326757374
ss,125,res_bcs,unity_gain_freq_hz,kHz,45722.52874052556,39112.12226288515,-6610.406477640412
ss,125,res_bcs,dc_gain_db,dB,122.394017,122.393651,-0.0003659999999996444
ss,125,res_bcs,psrr_db_1khz,dB,58.216823,53.6506281,-4.566194899999999
ss,125,res_bcs,psrr_db_100khz,dB,33.9109686,34.4469934,0.5360247999999999
ss,125,res_bcs,iq_a,uA,2.47222854e-05,2.47222854e-05,0.0
ss,125,res_bcs,dropout_v_50ma,V,0.24,0.24,0.0
ss,125,res_bcs,line_reg_mv_per_v,mV/V,0.2040909090906381,0.2040909090906381,0.0
ss,125,res_bcs,load_reg_pct,%,0.01314384717435053,0.01314384717435053,0.0
ss,125,res_bcs,vout_no_load_v,V,1.8003897,1.8003897,0.0
ss,125,res_bcs,i_divider_a,uA,4.81640366e-06,4.81640366e-06,0.0
ss,125,res_wcs,phase_margin_deg,deg,62.41588144468135,71.01154303287632,8.595661588194972
ss,125,res_wcs,gain_margin_db,dB,23.57142538212339,23.627952389256066,0.05652700713267578
ss,125,res_wcs,unity_gain_freq_hz,kHz,59504.561052230594,55883.5200046388,-3621.041047591796
ss,125,res_wcs,dc_gain_db,dB,122.599644,122.599275,-0.0003689999999920701
ss,125,res_wcs,psrr_db_1khz,dB,58.2022225,53.6430496,-4.5591729
ss,125,res_wcs,psrr_db_100khz,dB,34.6302691,35.0738782,0.4436091000000033
ss,125,res_wcs,iq_a,uA,2.27518176e-05,2.27518176e-05,0.0
ss,125,res_wcs,dropout_v_50ma,V,0.24,0.24,0.0
ss,125,res_wcs,line_reg_mv_per_v,mV/V,0.20745454545435435,0.20745454545435435,0.0
ss,125,res_wcs,load_reg_pct,%,0.01393853230554073,0.01393853230554073,0.0
ss,125,res_wcs,vout_no_load_v,V,1.80040267,1.80040267,0.0
ss,125,res_wcs,i_divider_a,uA,2.89064971e-06,2.89064971e-06,0.0
ff,-40,res_typ,phase_margin_deg,deg,72.12015807392599,75.88383128973356,3.7636732158075716
ff,-40,res_typ,gain_margin_db,dB,16.540264382617806,16.599175314214566,0.05891093159675975
ff,-40,res_typ,unity_gain_freq_hz,kHz,141782.04170258445,139486.93055030573,-2295.111152278725
ff,-40,res_typ,dc_gain_db,dB,124.197,124.196803,-0.00019700000000000273
ff,-40,res_typ,psrr_db_1khz,dB,61.8501962,57.3562037,-4.493992499999997
ff,-40,res_typ,psrr_db_100khz,dB,35.1467413,35.4552483,0.30850699999999875
ff,-40,res_typ,iq_a,uA,2.24481631e-05,2.24481631e-05,0.0
ff,-40,res_typ,dropout_v_50ma,V,0.19999999999999996,0.19999999999999996,0.0
ff,-40,res_typ,line_reg_mv_per_v,mV/V,0.17306060606051932,0.17306060606051932,0.0
ff,-40,res_typ,load_reg_pct,%,0.007954615289901499,0.007954615289901499,0.0
ff,-40,res_typ,vout_no_load_v,V,1.80027883,1.80027883,0.0
ff,-40,res_typ,i_divider_a,uA,2.46771748e-06,2.46771748e-06,0.0
ff,-40,res_bcs,phase_margin_deg,deg,68.25946612300433,74.34577976606477,6.086313643060436
ff,-40,res_bcs,gain_margin_db,dB,19.974728009033488,20.044917641835728,0.07018963280224
ff,-40,res_bcs,unity_gain_freq_hz,kHz,109563.94310654669,106176.10198650387,-3387.8411200428236
ff,-40,res_bcs,dc_gain_db,dB,124.130435,124.130239,-0.00019600000000252749
ff,-40,res_bcs,psrr_db_1khz,dB,61.8653556,57.3650368,-4.500318800000002
ff,-40,res_bcs,psrr_db_100khz,dB,33.206448,33.72583,0.5193820000000002
ff,-40,res_bcs,iq_a,uA,2.3271496e-05,2.3271496e-05,0.0
ff,-40,res_bcs,dropout_v_50ma,V,0.19999999999999996,0.19999999999999996,0.0
ff,-40,res_bcs,line_reg_mv_per_v,mV/V,0.17265151515155963,0.17265151515155963,0.0
ff,-40,res_bcs,load_reg_pct,%,0.007859085208040599,0.007859085208040599,0.0
ff,-40,res_bcs,vout_no_load_v,V,1.80027729,1.80027729,0.0
ff,-40,res_bcs,i_divider_a,uA,3.2897275e-06,3.2897275e-06,0.0
ff,-40,res_wcs,phase_margin_deg,deg,72.29445237708343,74.83267138246283,2.5382190053794034
ff,-40,res_wcs,gain_margin_db,dB,13.827145304245573,13.870090959057146,0.04294565481157342
ff,-40,res_wcs,unity_gain_freq_hz,kHz,174887.43672578112,172877.0300765266,-2010.4066492545244
ff,-40,res_wcs,dc_gain_db,dB,124.237229,124.237031,-0.00019799999999747797
ff,-40,res_wcs,psrr_db_1khz,dB,61.8361082,57.3503155,-4.4857926999999975
ff,-40,res_wcs,psrr_db_100khz,dB,36.8098713,36.9951396,0.18526830000000416
ff,-40,res_wcs,iq_a,uA,2.19537756e-05,2.19537756e-05,0.0
ff,-40,res_wcs,dropout_v_50ma,V,0.19999999999999996,0.19999999999999996,0.0
ff,-40,res_wcs,line_reg_mv_per_v,mV/V,0.1733939393938454,0.1733939393938454,0.0
ff,-40,res_wcs,load_reg_pct,%,0.008029039762067368,0.008029039762067368,0.0
ff,-40,res_wcs,vout_no_load_v,V,1.80028003,1.80028003,0.0
ff,-40,res_wcs,i_divider_a,uA,1.97437683e-06,1.97437683e-06,0.0
ff,27,res_typ,phase_margin_deg,deg,68.6049130289002,74.85175845324844,6.246845424348237
ff,27,res_typ,gain_margin_db,dB,20.239609388117,20.305067169739253,0.06545778162225346
ff,27,res_typ,unity_gain_freq_hz,kHz,92646.41588582695,89637.47218903626,-3008.943696790695
ff,27,res_typ,dc_gain_db,dB,123.483008,123.482763,-0.0002449999999925012
ff,27,res_typ,psrr_db_1khz,dB,60.4223252,55.8978269,-4.524498300000005
ff,27,res_typ,psrr_db_100khz,dB,33.7972901,34.2833174,0.4860273000000035
ff,27,res_typ,iq_a,uA,2.28349384e-05,2.28349384e-05,0.0
ff,27,res_typ,dropout_v_50ma,V,0.19999999999999996,0.19999999999999996,0.0
ff,27,res_typ,line_reg_mv_per_v,mV/V,0.18657575757562214,0.18657575757562214,0.0
ff,27,res_typ,load_reg_pct,%,0.009717288556002646,0.009717288556002646,0.0
ff,27,res_typ,vout_no_load_v,V,1.80033412,1.80033412,0.0
ff,27,res_typ,i_divider_a,uA,2.87134384e-06,2.87134384e-06,0.0
ff,27,res_bcs,phase_margin_deg,deg,60.44868380819469,69.39547234701222,8.946788538817529
ff,27,res_bcs,gain_margin_db,dB,23.71696043717026,23.795875606291943,0.07891516912168228
ff,27,res_bcs,unity_gain_freq_hz,kHz,74286.66899497986,69409.61138813083,-4877.057606849034
ff,27,res_bcs,dc_gain_db,dB,123.396894,123.396649,-0.00024500000000671207
ff,27,res_bcs,psrr_db_1khz,dB,60.4340014,55.9047481,-4.529253300000001
ff,27,res_bcs,psrr_db_100khz,dB,32.5745229,33.2347545,0.660231600000003
ff,27,res_bcs,iq_a,uA,2.37944109e-05,2.37944109e-05,0.0
ff,27,res_bcs,dropout_v_50ma,V,0.19999999999999996,0.19999999999999996,0.0
ff,27,res_bcs,line_reg_mv_per_v,mV/V,0.18580303030321746,0.18580303030321746,0.0
ff,27,res_bcs,load_reg_pct,%,0.009567891555632809,0.009567891555632809,0.0
ff,27,res_bcs,vout_no_load_v,V,1.80033175,1.80033175,0.0
ff,27,res_bcs,i_divider_a,uA,3.82780223e-06,3.82780223e-06,0.0
ff,27,res_wcs,phase_margin_deg,deg,72.32359788122152,76.64295194868677,4.319354067465255
ff,27,res_wcs,gain_margin_db,dB,17.53896333415647,17.58402384103736,0.04506050688089047
ff,27,res_wcs,unity_gain_freq_hz,kHz,112862.78708393393,110698.14305295126,-2164.644030982672
ff,27,res_wcs,dc_gain_db,dB,123.535154,123.534907,-0.00024700000000166256
ff,27,res_wcs,psrr_db_1khz,dB,60.4114373,55.8930857,-4.518351600000003
ff,27,res_wcs,psrr_db_100khz,dB,35.0062572,35.3579183,0.35166110000000117
ff,27,res_wcs,iq_a,uA,2.22583876e-05,2.22583876e-05,0.0
ff,27,res_wcs,dropout_v_50ma,V,0.19999999999999996,0.19999999999999996,0.0
ff,27,res_wcs,line_reg_mv_per_v,mV/V,0.18721212121215547,0.18721212121215547,0.0
ff,27,res_wcs,load_reg_pct,%,0.009835584005410373,0.009835584005410373,0.0
ff,27,res_wcs,vout_no_load_v,V,1.80033598,1.80033598,0.0
ff,27,res_wcs,i_divider_a,uA,2.29731194e-06,2.29731194e-06,0.0
ff,125,res_typ,phase_margin_deg,deg,55.44996810877571,65.44776739459134,9.997799285815631
ff,125,res_typ,gain_margin_db,dB,25.574453275873864,25.651666225371482,0.0772129494976177
ff,125,res_typ,unity_gain_freq_hz,kHz,54620.01725127028,49677.6729789299,-4942.344272340379
ff,125,res_typ,dc_gain_db,dB,121.545474,121.545202,-0.00027199999999538704
ff,125,res_typ,psrr_db_1khz,dB,58.48194,53.9358856,-4.546054400000003
ff,125,res_typ,psrr_db_100khz,dB,33.9418356,34.460171,0.5183354000000051
ff,125,res_typ,iq_a,uA,2.27065475e-05,2.27065475e-05,0.0
ff,125,res_typ,dropout_v_50ma,V,0.19999999999999996,0.19999999999999996,0.0
ff,125,res_typ,line_reg_mv_per_v,mV/V,0.2407424242421222,0.2407424242421222,0.0
ff,125,res_typ,load_reg_pct,%,0.02239142980462944,0.02239142980462944,0.0
ff,125,res_typ,vout_no_load_v,V,1.80060306,1.80060306,0.0
ff,125,res_typ,i_divider_a,uA,3.61334544e-06,3.61334544e-06,0.0
ff,125,res_bcs,phase_margin_deg,deg,44.4824865905116,55.07382747964037,10.591340889128773
ff,125,res_bcs,gain_margin_db,dB,29.02412194531543,29.156705265293326,0.13258331997789696
ff,125,res_bcs,unity_gain_freq_hz,kHz,47896.90185725785,41233.437001146434,-6663.464856111415
ff,125,res_bcs,dc_gain_db,dB,121.421069,121.420797,-0.0002720000000095979
ff,125,res_bcs,psrr_db_1khz,dB,58.4906554,53.9415726,-4.549082800000001
ff,125,res_bcs,psrr_db_100khz,dB,33.5681717,34.1387729,0.5706011999999987
ff,125,res_bcs,iq_a,uA,2.41744736e-05,2.41744736e-05,0.0
ff,125,res_bcs,dropout_v_50ma,V,0.19999999999999996,0.19999999999999996,0.0
ff,125,res_bcs,line_reg_mv_per_v,mV/V,0.2352272727275186,0.2352272727275186,0.0
ff,125,res_bcs,load_reg_pct,%,0.019448129084041324,0.019448129084041324,0.0
