corner,temp_c,res_section,phase_margin_deg_behavioural_divider,phase_margin_deg_rhigh_divider,phase_margin_deg_divider_delta,gain_margin_db_behavioural_divider,gain_margin_db_rhigh_divider,gain_margin_db_divider_delta,dc_gain_db_behavioural_divider,dc_gain_db_rhigh_divider,dc_gain_db_divider_delta
ss,27,res_bcs,68.73337769204058,68.67281431119228,-0.06056338084829349,23.96579521744197,24.4983136474482,0.5325184300062311,124.031921,123.955173,-0.07674799999999493
ss,27,res_wcs,77.18070170336,76.94078512110626,-0.23991658225374124,18.974295805011465,18.241426453453624,-0.7328693515578415,124.031919,124.097712,0.06579299999999932
ss,125,res_typ,64.53990667297053,64.4933726775997,-0.04653399537083658,25.94302113652806,26.3175332314956,0.3745120949675389,122.58741,122.521525,-0.06588500000000863
ss,125,res_bcs,53.86832748883303,53.87453005636634,0.0062025675333075014,28.77381172811726,29.89438768959521,1.1205759614779502,122.587412,122.393651,-0.19376099999999497
ss,125,res_wcs,71.10813112206519,71.01154303287632,-0.09658808918887019,23.674305227658643,23.627952389256066,-0.046352838402576424,122.587409,122.599275,0.011866000000011923
ff,-40,res_typ,76.18276303120453,75.88383128973356,-0.298931741470966,17.113652449746148,16.599175314214566,-0.5144771355315818,124.153622,124.196803,0.04318100000000413
ff,-40,res_bcs,74.49317316713102,74.34577976606477,-0.1473934010662532,19.823211079834326,20.044917641835728,0.22170656200140115,124.153623,124.130239,-0.023383999999992966
ff,-40,res_wcs,75.34323928290125,74.83267138246283,-0.5105679004384172,15.025403857032273,13.870090959057146,-1.1553128979751275,124.153621,124.237031,0.08341000000000065
ff,27,res_typ,75.00647316090382,74.85175845324844,-0.15471470765538697,20.472477988725412,20.305067169739253,-0.16741081898615917,123.471099,123.482763,0.011664000000010333
ff,27,res_bcs,69.45995476578722,69.39547234701222,-0.06448241877500038,23.218155872807085,23.795875606291943,0.5777197334848587,123.4711,123.396649,-0.07445100000001048
ff,27,res_wcs,76.90369531462346,76.64295194868677,-0.26074336593669045,18.31972125308571,17.58402384103736,-0.7356974120483493,123.471098,123.534907,0.06380900000000622
ff,125,res_typ,65.49705199631012,65.44776739459134,-0.04928460171878157,25.23515187189535,25.651666225371482,0.4165143534761313,121.609285,121.545202,-0.06408299999999656
ff,125,res_bcs,55.06807205525952,55.07382747964037,0.005755424380851082,28.01785180990047,29.156705265293326,1.138853455392855,121.609286,121.420797,-0.18848900000000413
ff,125,res_wcs,71.66606626449096,71.56314414276234,-0.10292212172862492,23.063809500830384,22.935853018038557,-0.12795648279182714,121.609284,121.620824,0.011539999999996553
sf,-40,res_typ,76.3284423556491,76.03532282335523,-0.293119532293872,17.210072434898095,16.705567788798007,-0.5045046461000879,124.569361,124.612905,0.04354399999999714
sf,-40,res_bcs,74.49065447540298,74.34586891046555,-0.1447855649374219,19.93598396370021,20.159423521446826,0.22343955774661595,124.569363,124.545783,-0.023579999999995493
sf,-40,res_wcs,75.62567301443296,75.12656474457197,-0.4991082698609972,15.107508142411792,13.961407524427653,-1.146100617984139,124.56936,124.653471,0.08411099999999294
sf,27,res_typ,74.97310372853453,74.82072823789534,-0.1523754906391872,20.58362663719349,20.41677611785683,-0.16685051933665918,123.906922,123.918675,0.011752999999998792
sf,27,res_bcs,69.27651470742676,69.21304098091665,-0.06347372651011085,23.343957189115155,23.914176944123817,0.5702197550086616,123.906923,123.831904,-0.07501900000001172
sf,27,res_wcs,76.97946877272008,76.7235690921143,-0.25589968060577917,18.416898982357175,17.680710723539292,-0.736188258817883,123.906921,123.97122,0.06429900000000544
sf,125,res_typ,65.25992192877084,65.21132609302647,-0.04859583574436499,25.355872968893465,25.760422406899387,0.40454943800592247,122.228663,122.164122,-0.0645409999999913
sf,125,res_bcs,54.767496003913564,54.77322336075318,0.005727356839614117,28.150149530931163,29.284330778225723,1.1341812472945598,122.228664,122.038834,-0.1898300000000006
sf,125,res_wcs,71.53514530763184,71.43382328301347,-0.10132202461836926,23.154904680250567,23.043275719499878,-0.11162896075068929,122.228662,122.240285,0.011623000000000161
fs,-40,res_typ,76.61963386803748,76.33983701425277,-0.27979685378471686,17.689347647585702,17.17977288920036,-0.5095747583853409,124.233627,124.277905,0.04427800000000559
fs,-40,res_bcs,74.5021708988659,74.36258755835166,-0.1395833405142355,20.426797305591183,20.656094072915153,0.22929676732396942,124.233628,124.209653,-0.023974999999992974
fs,-40,res_wcs,76.17131840016812,75.7016848373892,-0.4696335627789239,15.573892760734374,14.447247148222813,-1.1266456125115614,124.233626,124.319159,0.08553299999999808
fs,27,res_typ,74.89335678312665,74.74639560026642,-0.14696118286022397,21.025251360035703,20.91543676841884,-0.10981459161686402,123.633851,123.645793,0.011941999999990571
fs,27,res_bcs,68.92934292441875,68.86774443438831,-0.06159849003043405,23.846619778917564,24.37824676823133,0.531626989313768,123.633853,123.557682,-0.07617100000000221
fs,27,res_wcs,77.12303010723723,76.87821222905309,-0.24481787818413636,18.883116040271897,18.141520060045035,-0.7415959802268617,123.63385,123.699151,0.06530100000000516
fs,125,res_typ,64.78836307352887,64.74111911966509,-0.04724395386378433,25.833125074443732,26.205389794488383,0.37226472004465094,122.053673,121.988229,-0.06544399999999939
fs,125,res_bcs,54.184537913029956,54.190700740197514,0.006162827167557339,28.640879196242707,29.76660364447033,1.125724448227622,122.053674,121.861204,-0.19247000000000014
fs,125,res_wcs,71.26231389592844,71.16439510483234,-0.0979187910961059,23.577618373902986,23.530751083873287,-0.046867290029698694,122.053672,122.065458,0.01178600000000074
