corner,temp_c,metric,unit,before,after_res_typ,after_res_bcs,after_res_wcs,after_min,after_max,delta_res_typ,delta_worst
ss,27,psrr_db_100khz,dB,33.9048609,33.8858455,32.7936008,34.9958327,32.7936008,34.9958327,-0.019015400000000682,-1.1112601000000026
ss,27,i_divider_a,uA,3.0004646000000002e-06,2.87126015e-06,3.82769124e-06,2.29724469e-06,2.29724469e-06,3.82769124e-06,-1.2920445000000023e-07,8.2722664e-07
ss,125,dc_gain_db,dB,122.587778,122.521893,122.394017,122.599644,122.394017,122.599644,-0.06588499999999442,-0.19376099999999497
ss,125,phase_margin_deg,deg,54.40193751202328,54.349775026963215,43.35340409788475,62.41588144468135,43.35340409788475,62.41588144468135,-0.05216248506006593,-11.048533414138532
ss,125,gain_margin_db,dB,25.87072735028618,26.237372782670057,29.756321056327636,23.57142538212339,23.57142538212339,29.756321056327636,0.36664543238387637,3.8855937060414547
ss,125,psrr_db_1khz,dB,58.2092697,58.2092744,58.216823,58.2022225,58.2022225,58.216823,4.699999998081239e-06,0.007553299999997876
ss,125,psrr_db_100khz,dB,34.2442761,34.232987,33.9109686,34.6302691,33.9109686,34.6302691,-0.011289099999999053,0.38599299999999914
ss,125,i_divider_a,uA,3.0006649833333334e-06,3.61293081e-06,4.81640366e-06,2.89064971e-06,2.89064971e-06,4.81640366e-06,6.122658266666666e-07,1.815738676666667e-06
ff,-40,dc_gain_db,dB,124.153819,124.197,124.130435,124.237229,124.130435,124.237229,0.04318100000000413,0.08341000000000065
ff,-40,phase_margin_deg,deg,72.43047567178992,72.12015807392599,68.25946612300433,72.29445237708343,68.25946612300433,72.29445237708343,-0.31031759786392854,-4.171009548785591
ff,-40,gain_margin_db,dB,17.065745391729973,16.540264382617806,19.974728009033488,13.827145304245573,13.827145304245573,19.974728009033488,-0.5254810091121662,-3.2386000874844
ff,-40,psrr_db_1khz,dB,61.8502763,61.8501962,61.8653556,61.8361082,61.8361082,61.8653556,-8.009999999813999e-05,0.01507930000000357
ff,-40,psrr_db_100khz,dB,35.1702569,35.1467413,33.206448,36.8098713,33.206448,36.8098713,-0.023515599999996084,-1.9638088999999965
ff,-40,i_divider_a,uA,3.0004587e-06,2.46771748e-06,3.2897275e-06,1.97437683e-06,1.97437683e-06,3.2897275e-06,-5.3274122e-07,-1.0260818699999999e-06
ff,27,dc_gain_db,dB,123.471345,123.483008,123.396894,123.535154,123.396894,123.535154,0.011662999999998647,-0.07445099999999627
ff,27,phase_margin_deg,deg,68.7688955186274,68.6049130289002,60.44868380819469,72.32359788122152,60.44868380819469,72.32359788122152,-0.16398248972720353,-8.320211710432716
ff,27,gain_margin_db,dB,20.406669899184088,20.239609388117,23.71696043717026,17.53896333415647,17.53896333415647,23.71696043717026,-0.1670605110670884,3.310290537986173
ff,27,psrr_db_1khz,dB,60.4224352,60.4223252,60.4340014,60.4114373,60.4114373,60.4340014,-0.00010999999999938836,0.011566199999997195
ff,27,psrr_db_100khz,dB,33.8168418,33.7972901,32.5745229,35.0062572,32.5745229,35.0062572,-0.01955170000000095,-1.2423189000000008
ff,27,i_divider_a,uA,3.0005519833333334e-06,2.87134384e-06,3.82780223e-06,2.29731194e-06,2.29731194e-06,3.82780223e-06,-1.2920814333333326e-07,8.272502466666664e-07
ff,125,dc_gain_db,dB,121.609557,121.545474,121.421069,121.621097,121.421069,121.621097,-0.06408299999999656,-0.18848799999999244
ff,125,phase_margin_deg,deg,55.504455973285616,55.44996810877571,44.4824865905116,63.30543290501109,44.4824865905116,63.30543290501109,-0.054487864509908945,-11.021969382774017
ff,125,gain_margin_db,dB,25.135522717934844,25.574453275873864,29.02412194531543,22.864104037743587,22.864104037743587,29.02412194531543,0.43893055793902036,3.8885992273805847
ff,125,psrr_db_1khz,dB,58.4819248,58.48194,58.4906554,58.4737244,58.4737244,58.4906554,1.5199999999992997e-05,0.00873059999999981
ff,125,psrr_db_100khz,dB,33.9534483,33.9418356,33.5681717,34.3964044,33.5681717,34.3964044,-0.011612700000000586,0.4429561000000035
ff,125,i_divider_a,uA,3.0010716e-06,3.61334544e-06,4.81683782e-06,2.89105499e-06,2.89105499e-06,4.81683782e-06,6.1227384e-07,1.81576622e-06
sf,-40,dc_gain_db,dB,124.569582,124.613125,124.546003,124.653692,124.546003,124.653692,0.043542999999999665,0.08411000000000968
sf,-40,phase_margin_deg,deg,72.51721272445924,72.21001932201972,68.16150644318789,72.54229987144194,68.16150644318789,72.54229987144194,-0.3071934024395233,-4.3557062812713525
sf,-40,gain_margin_db,dB,17.163294458017848,16.64773328655519,20.090275937241827,13.919532949853616,13.919532949853616,20.090275937241827,-0.5155611714626573,-3.2437615081642317
sf,-40,psrr_db_1khz,dB,61.7903748,61.7902975,61.8044981,61.7771644,61.7771644,61.8044981,-7.730000000094606e-05,0.014123300000001393
sf,-40,psrr_db_100khz,dB,35.1393826,35.1157799,33.2031854,36.7640332,33.2031854,36.7640332,-0.023602699999997867,-1.9361971999999952
sf,-40,i_divider_a,uA,3.0004064333333333e-06,2.46767442e-06,3.28967024e-06,1.97434231e-06,1.97434231e-06,3.28967024e-06,-5.327320133333333e-07,-1.0260641233333335e-06
sf,27,dc_gain_db,dB,123.907198,123.918952,123.832179,123.971498,123.832179,123.971498,0.011754000000010478,-0.0750189999999975
sf,27,phase_margin_deg,deg,68.66301715185494,68.50182195752686,60.20291512221664,72.34148490884051,60.20291512221664,72.34148490884051,-0.16119519432808715,-8.460102029638307
sf,27,gain_margin_db,dB,20.518751635137413,20.35221932773099,23.836076115338578,17.636611251045657,17.636611251045657,23.836076115338578,-0.166532307406424,3.317324480201165
sf,27,psrr_db_1khz,dB,60.3612997,60.3612689,60.3721841,60.3511402,60.3511402,60.3721841,-3.0799999997555005e-05,0.010884400000001904
sf,27,psrr_db_100khz,dB,33.8357864,33.8163762,32.6253868,35.0021325,32.6253868,35.0021325,-0.01941020000000293,-1.2103996000000024
sf,27,i_divider_a,uA,3.0004966666666665e-06,2.87129087e-06,3.82773197e-06,2.29726939e-06,2.29726939e-06,3.82773197e-06,-1.2920579666666641e-07,8.272353033333339e-07
sf,125,dc_gain_db,dB,122.228982,122.164441,122.039152,122.240605,122.039152,122.240605,-0.06454100000000551,-0.1898300000000006
sf,125,phase_margin_deg,deg,55.22972548785464,55.1758236673611,44.194681941404355,63.08946016252371,44.194681941404355,63.08946016252371,-0.05390182049353598,-11.035043546450282
sf,125,gain_margin_db,dB,25.256457221275344,25.683628912019632,29.15180481963799,22.972036853115426,22.972036853115426,29.15180481963799,0.42717169074428796,3.8953475983626475
sf,125,psrr_db_1khz,dB,58.4268173,58.4268293,58.4348512,58.4193059,58.4193059,58.4348512,1.1999999998124622e-05,0.008033899999993821
sf,125,psrr_db_100khz,dB,34.0235033,34.011975,33.6513604,34.4524955,33.6513604,34.4524955,-0.011528300000001934,0.42899219999999616
sf,125,i_divider_a,uA,3.0008412833333334e-06,3.61310605e-06,4.81658114e-06,2.89082639e-06,2.89082639e-06,4.81658114e-06,6.122647666666665e-07,1.815739856666667e-06
fs,-40,dc_gain_db,dB,124.233841,124.278119,124.209866,124.319373,124.209866,124.319373,0.04427800000000559,0.08553200000000061
fs,-40,phase_margin_deg,deg,72.66939357185281,72.37559633784186,67.98332276591483,73.02630278751151,67.98332276591483,73.02630278751151,-0.2937972340109525,-4.686070805937973
fs,-40,gain_margin_db,dB,17.641618188673732,17.134804302559317,20.584755936142095,14.40447946461666,14.40447946461666,20.584755936142095,-0.5068138861144149,-3.237138724057072
fs,-40,psrr_db_1khz,dB,61.6101661,61.6100965,61.6246374,61.5966241,61.5966241,61.6246374,-6.960000000333366e-05,0.014471299999996745
fs,-40,psrr_db_100khz,dB,35.0760571,35.0523498,33.2041019,36.6632647,33.2041019,36.6632647,-0.0237072999999981,-1.8719552000000022
fs,-40,i_divider_a,uA,3.0004254666666665e-06,2.46769011e-06,3.28969108e-06,1.97435491e-06,1.97435491e-06,3.28969108e-06,-5.327353566666665e-07,-1.0260705566666667e-06
fs,27,dc_gain_db,dB,123.634123,123.646064,123.557952,123.699424,123.557952,123.699424,0.011940999999993096,-0.07617100000000221
fs,27,phase_margin_deg,deg,68.43591169168552,68.27980839685594,59.73595817728253,72.34693746578463,59.73595817728253,72.34693746578463,-0.15610329482957752,-8.699953514402992
fs,27,gain_margin_db,dB,20.97666787164517,20.84856861194673,24.29690106277738,18.0958373396141,18.0958373396141,24.29690106277738,-0.1280992596984376,3.3202331911322105
fs,27,psrr_db_1khz,dB,60.192349,60.1923126,60.2034418,60.1819836,60.1819836,60.2034418,-3.6399999999048305e-05,0.011092800000000125
fs,27,psrr_db_100khz,dB,33.8807314,33.8615845,32.737967,34.9955024,32.737967,34.9955024,-0.01914690000000263,-1.1427644000000043
fs,27,i_divider_a,uA,3.000516e-06,2.87130937e-06,3.82775662e-06,2.29728419e-06,2.29728419e-06,3.82775662e-06,-1.292066300000001e-07,8.272406199999999e-07
fs,125,dc_gain_db,dB,122.053992,121.988548,121.861522,122.065778,121.861522,122.065778,-0.06544399999999939,-0.19247000000000014
fs,125,phase_margin_deg,deg,54.68861596850553,54.635843699623734,43.65017245060304,62.646222067710426,43.65017245060304,62.646222067710426,-0.05277226888179598,-11.038443517902493
fs,125,gain_margin_db,dB,25.756768919097663,26.124686792007658,29.628297299331912,23.461177254514347,23.461177254514347,29.628297299331912,0.3679178729099952,3.871528380234249
fs,125,psrr_db_1khz,dB,58.2687763,58.2687834,58.276944,58.2611215,58.2611215,58.276944,7.099999997706163e-06,0.008167700000001332
fs,125,psrr_db_100khz,dB,34.1718421,34.1604601,33.8263338,34.5710654,33.8263338,34.5710654,-0.01138199999999756,0.3992233000000027
fs,125,i_divider_a,uA,3.000752566666667e-06,3.6130303e-06,4.81652739e-06,2.8907352e-06,2.8907352e-06,4.81652739e-06,6.122777333333334e-07,1.8157748233333332e-06
