corner,temp_c,res_section,phase_margin_deg_behavioural_divider,phase_margin_deg_rhigh_divider,phase_margin_deg_divider_delta,gain_margin_db_behavioural_divider,gain_margin_db_rhigh_divider,gain_margin_db_divider_delta,dc_gain_db_behavioural_divider,dc_gain_db_rhigh_divider,dc_gain_db_divider_delta
sf,-40,res_typ,72.51648528478881,72.21001932201972,-0.30646596276909577,17.164228075784187,16.64773328655519,-0.5164947892289966,124.569582,124.613125,0.043542999999999665
sf,-40,res_bcs,68.3068145254487,68.16150644318789,-0.1453080822608115,19.871894806958146,20.090275937241827,0.21838113028368156,124.569582,124.546003,-0.023578999999998018
sf,-40,res_wcs,73.06404398677172,72.54229987144194,-0.5217441153297813,15.07027708359891,13.919532949853616,-1.1507441337452935,124.569581,124.653692,0.08411100000000715
sf,27,res_typ,68.66102498417325,68.50182195752686,-0.15920302664639507,20.51970063544701,20.35221932773099,-0.1674813077160202,123.907198,123.918952,0.011754000000010478
sf,27,res_bcs,60.264106241509566,60.20291512221664,-0.06119111929292842,23.249182709244153,23.836076115338578,0.5868934060944255,123.907199,123.832179,-0.07502000000000919
sf,27,res_wcs,72.61325404839747,72.34148490884051,-0.2717691395569517,18.369066311474093,17.636611251045657,-0.7324550604284354,123.907198,123.971498,0.06430000000000291
sf,125,res_typ,55.226346371334046,55.1758236673611,-0.05052270397294478,25.257388199617967,25.683628912019632,0.4262407124016647,122.228982,122.164441,-0.06454100000000551
sf,125,res_bcs,44.18950844872904,44.194681941404355,0.005173492675311309,28.001343100685013,29.15180481963799,1.1504617189529789,122.228983,122.039152,-0.18983099999999808
sf,125,res_wcs,63.19805645209094,63.08946016252371,-0.108596289567231,23.106217005684417,22.972036853115426,-0.13418015256899096,122.228982,122.240605,0.011623000000000161
fs,-40,res_typ,72.66860742317756,72.37559633784186,-0.2930110853357064,17.642558723431073,17.134804302559317,-0.5077544208717555,124.233841,124.278119,0.04427800000000559
fs,-40,res_bcs,68.1238465920645,67.98332276591483,-0.14052382614966064,20.36034180105322,20.584755936142095,0.22441413508887464,124.233841,124.209866,-0.023974999999992974
fs,-40,res_wcs,73.51803714754654,73.02630278751151,-0.491734360035025,15.536471176847131,14.40447946461666,-1.1319917122304712,124.23384,124.319373,0.08553299999999808
fs,27,res_typ,68.43372280913621,68.27980839685594,-0.15391441228027247,20.977606692719196,20.84856861194673,-0.12903808077246381,123.634123,123.646064,0.011940999999993096
fs,27,res_bcs,59.7956649429082,59.73595817728253,-0.059706765625676894,23.761298184725327,24.29690106277738,0.5356028780520532,123.634123,123.557952,-0.07617100000000221
fs,27,res_wcs,72.60744448306451,72.34693746578463,-0.2605070172798776,18.84651394820099,18.0958373396141,-0.7506766085868897,123.634122,123.699424,0.06530199999998842
fs,125,res_typ,54.68522226176003,54.635843699623734,-0.04937856213629743,25.757699454065406,26.124686792007658,0.3669873379422519,122.053992,121.988548,-0.06544399999999939
fs,125,res_bcs,43.645491428926476,43.65017245060304,0.004681021676560704,28.484181598177813,29.628297299331912,1.1441157011540994,122.053993,121.861522,-0.19247100000001183
fs,125,res_wcs,62.75166432598077,62.646222067710426,-0.10544225827034381,23.526426285124334,23.461177254514347,-0.0652490306099871,122.053992,122.065778,0.01178600000000074
